epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,130.245,1.00194,5.43292,1.00981,0.28617,0.11456,0.19625,0.17695,0.87428,4.58754,0.89375,3.6997e-05,3.6997e-05,3.6997e-05
2,168.355,1.11669,4.19129,1.02602,0.51841,0.42444,0.46339,0.35088,0.91766,1.80731,0.91254,7.35945e-05,7.35945e-05,7.35945e-05
3,232.769,1.04359,2.87789,1.02291,0.67999,0.58039,0.61059,0.46066,0.84973,1.15834,0.90581,0.000109453,0.000109453,0.000109453
4,277.931,0.98137,2.30444,0.99356,0.72734,0.63682,0.67235,0.51686,0.80603,0.97384,0.89546,0.000108674,0.000108674,0.000108674
5,324.662,0.95122,2.08086,0.98671,0.79306,0.67635,0.72574,0.55715,0.78498,0.87643,0.89041,0.000107565,0.000107565,0.000107565
6,372.667,0.91491,1.81554,0.96401,0.84015,0.68658,0.76498,0.58895,0.77067,0.79688,0.8889,0.000106456,0.000106456,0.000106456
7,418.803,0.9091,1.80167,0.97918,0.83456,0.72921,0.79027,0.60519,0.75627,0.75242,0.88973,0.000105347,0.000105347,0.000105347
8,465.55,0.87508,1.66189,0.96238,0.83934,0.72486,0.79831,0.61668,0.73573,0.73524,0.88232,0.000104238,0.000104238,0.000104238
9,513.769,0.85004,1.58784,0.96059,0.86618,0.73422,0.81493,0.62979,0.72,0.69686,0.87857,0.00010313,0.00010313,0.00010313
10,561.836,0.85602,1.52771,0.95501,0.84254,0.74546,0.822,0.64389,0.69817,0.68005,0.87429,0.000102021,0.000102021,0.000102021
11,609.579,0.84098,1.46364,0.94963,0.87283,0.73648,0.8271,0.64107,0.70201,0.66315,0.87587,0.000100912,0.000100912,0.000100912
12,661.746,0.82486,1.40471,0.95002,0.84394,0.78014,0.82862,0.64874,0.70357,0.65819,0.87562,9.98032e-05,9.98032e-05,9.98032e-05
13,708.055,0.83645,1.39143,0.95398,0.87484,0.74402,0.82487,0.64844,0.69175,0.64254,0.87495,9.86944e-05,9.86944e-05,9.86944e-05
14,758.135,0.82593,1.34797,0.94502,0.86271,0.77036,0.83875,0.66305,0.67705,0.62399,0.87625,9.75856e-05,9.75856e-05,9.75856e-05
15,803.391,0.81957,1.3214,0.94277,0.86905,0.77413,0.84259,0.66617,0.67102,0.63273,0.87124,9.64768e-05,9.64768e-05,9.64768e-05
16,853.118,0.82513,1.32422,0.95003,0.85997,0.79358,0.84439,0.66378,0.66191,0.61193,0.86674,9.5368e-05,9.5368e-05,9.5368e-05
17,897.322,0.79728,1.25434,0.9384,0.87495,0.79939,0.85157,0.67089,0.66611,0.61053,0.86985,9.42592e-05,9.42592e-05,9.42592e-05
