frame_index,pos_msec,pos_hhmmss,fps_meta,width,height,read_ok
117,27340082.848,07:35:40.083,30.000,640,480,1,4
118,27340118.847,07:35:40.119,30.000,640,480,1,4
119,27340150.861,07:35:40.151,30.000,640,480,1,4
120,27340182.853,07:35:40.183,30.000,640,480,1,5
121,27340214.896,07:35:40.215,30.000,640,480,1,5
122,27340246.887,07:35:40.247,30.000,640,480,1,3
123,27340282.893,07:35:40.283,30.000,640,480,1,4
124,27340314.905,07:35:40.315,30.000,640,480,1,4
125,27340346.876,07:35:40.347,30.000,640,480,1,4
126,27340378.852,07:35:40.379,30.000,640,480,1,5
127,27340410.892,07:35:40.411,30.000,640,480,1,4
128,27340446.886,07:35:40.447,30.000,640,480,1,4
129,27340478.940,07:35:40.479,30.000,640,480,1,4
130,27340510.872,07:35:40.511,30.000,640,480,1,5
131,27340542.861,07:35:40.543,30.000,640,480,1,4
132,27340578.854,07:35:40.579,30.000,640,480,1,4
133,27340610.880,07:35:40.611,30.000,640,480,1,4
134,27340642.830,07:35:40.643,30.000,640,480,1,4
135,27340674.865,07:35:40.675,30.000,640,480,1,4
136,27340706.852,07:35:40.707,30.000,640,480,1,4
137,27340742.857,07:35:40.743,30.000,640,480,1,4
138,27340774.874,07:35:40.775,30.000,640,480,1,4
139,27340806.867,07:35:40.807,30.000,640,480,1,4
140,27340838.791,07:35:40.839,30.000,640,480,1,4
141,27340870.906,07:35:40.871,30.000,640,480,1,4
142,27340906.858,07:35:40.907,30.000,640,480,1,4
143,27340938.873,07:35:40.939,30.000,640,480,1,4
144,27340970.886,07:35:40.971,30.000,640,480,1,5
145,27341002.789,07:35:41.003,30.000,640,480,1,5
146,27341034.872,07:35:41.035,30.000,640,480,1,4
147,27341070.860,07:35:41.071,30.000,640,480,1,4
148,27341102.884,07:35:41.103,30.000,640,480,1,4
149,27341134.832,07:35:41.135,30.000,640,480,1,4
150,27341166.792,07:35:41.167,30.000,640,480,1,4
151,27341198.823,07:35:41.199,30.000,640,480,1,4
152,27341234.915,07:35:41.235,30.000,640,480,1,3
153,27341266.841,07:35:41.267,30.000,640,480,1,3
154,27341298.845,07:35:41.299,30.000,640,480,1,3
155,27341330.819,07:35:41.331,30.000,640,480,1,4
156,27341362.854,07:35:41.363,30.000,640,480,1,4
157,27341398.841,07:35:41.399,30.000,640,480,1,4
158,27341430.905,07:35:41.431,30.000,640,480,1,3
159,27341462.839,07:35:41.463,30.000,640,480,1,3
160,27341494.813,07:35:41.495,30.000,640,480,1,3
161,27341526.870,07:35:41.527,30.000,640,480,1,2
162,27341562.849,07:35:41.563,30.000,640,480,1,4
163,27341594.887,07:35:41.595,30.000,640,480,1,3
164,27341626.810,07:35:41.627,30.000,640,480,1,3
165,27341658.867,07:35:41.659,30.000,640,480,1,3
166,27341690.817,07:35:41.691,30.000,640,480,1,3
167,27341726.916,07:35:41.727,30.000,640,480,1,3
168,27341758.862,07:35:41.759,30.000,640,480,1,3
169,27341790.813,07:35:41.791,30.000,640,480,1,3
170,27341822.916,07:35:41.823,30.000,640,480,1,3
171,27341858.819,07:35:41.859,30.000,640,480,1,3
172,27341890.850,07:35:41.891,30.000,640,480,1,3
173,27341922.858,07:35:41.923,30.000,640,480,1,4
174,27341954.873,07:35:41.955,30.000,640,480,1,3
175,27341986.820,07:35:41.987,30.000,640,480,1,4
176,27342022.872,07:35:42.023,30.000,640,480,1,3
177,27342054.844,07:35:42.055,30.000,640,480,1,3
178,27342086.886,07:35:42.087,30.000,640,480,1,3
179,27342118.864,07:35:42.119,30.000,640,480,1,3
180,27342150.871,07:35:42.151,30.000,640,480,1,3
181,27342186.857,07:35:42.187,30.000,640,480,1,3
182,27342218.827,07:35:42.219,30.000,640,480,1,3
183,27342250.905,07:35:42.251,30.000,640,480,1,2
184,27342282.838,07:35:42.283,30.000,640,480,1,2
185,27342314.801,07:35:42.315,30.000,640,480,1,2
186,27342350.911,07:35:42.351,30.000,640,480,1,3
187,27342382.905,07:35:42.383,30.000,640,480,1,3
188,27342414.840,07:35:42.415,30.000,640,480,1,3
189,27342446.774,07:35:42.447,30.000,640,480,1,3
190,27342478.825,07:35:42.479,30.000,640,480,1,3
191,27342514.810,07:35:42.515,30.000,640,480,1,3
192,27342546.831,07:35:42.547,30.000,640,480,1,4
193,27342578.812,07:35:42.579,30.000,640,480,1,2
194,27342610.815,07:35:42.611,30.000,640,480,1,2
195,27342642.865,07:35:42.643,30.000,640,480,1,2
196,27342678.847,07:35:42.679,30.000,640,480,1,2
197,27342710.827,07:35:42.711,30.000,640,480,1,2
198,27342742.852,07:35:42.743,30.000,640,480,1,3
199,27342774.860,07:35:42.775,30.000,640,480,1,3
200,27342806.809,07:35:42.807,30.000,640,480,1,2
201,27342842.851,07:35:42.843,30.000,640,480,1,3
202,27342874.886,07:35:42.875,30.000,640,480,1,3
203,27342906.841,07:35:42.907,30.000,640,480,1,3
204,27342938.774,07:35:42.939,30.000,640,480,1,2
205,27342970.822,07:35:42.971,30.000,640,480,1,2
206,27343006.893,07:35:43.007,30.000,640,480,1,2
207,27343038.824,07:35:43.039,30.000,640,480,1,3
208,27343070.855,07:35:43.071,30.000,640,480,1,4
209,27343102.867,07:35:43.103,30.000,640,480,1,3
210,27343134.805,07:35:43.135,30.000,640,480,1,3
211,27343170.831,07:35:43.171,30.000,640,480,1,3
212,27343202.865,07:35:43.203,30.000,640,480,1,2
213,27343234.802,07:35:43.235,30.000,640,480,1,3
214,27343266.805,07:35:43.267,30.000,640,480,1,3
215,27343302.854,07:35:43.303,30.000,640,480,1,3
216,27343334.866,07:35:43.335,30.000,640,480,1,2
217,27343366.838,07:35:43.367,30.000,640,480,1,3
218,27343398.807,07:35:43.399,30.000,640,480,1,3
219,27343430.814,07:35:43.431,30.000,640,480,1,3
220,27343466.834,07:35:43.467,30.000,640,480,1,4
221,27343498.903,07:35:43.499,30.000,640,480,1,2
222,27343530.869,07:35:43.531,30.000,640,480,1,3
223,27343562.764,07:35:43.563,30.000,640,480,1,3
224,27343594.805,07:35:43.595,30.000,640,480,1,4
225,27343630.874,07:35:43.631,30.000,640,480,1,3
226,27343662.819,07:35:43.663,30.000,640,480,1,3
227,27343694.877,07:35:43.695,30.000,640,480,1,3
228,27343726.841,07:35:43.727,30.000,640,480,1,2
229,27343758.771,07:35:43.759,30.000,640,480,1,2
230,27343794.827,07:35:43.795,30.000,640,480,1,3
231,27343826.856,07:35:43.827,30.000,640,480,1,3
232,27343858.849,07:35:43.859,30.000,640,480,1,2
233,27343890.774,07:35:43.891,30.000,640,480,1,2
234,27343922.772,07:35:43.923,30.000,640,480,1,3
235,27343958.806,07:35:43.959,30.000,640,480,1,3
236,27343990.825,07:35:43.991,30.000,640,480,1,3
237,27344022.778,07:35:44.023,30.000,640,480,1,3
238,27344054.810,07:35:44.055,30.000,640,480,1,3
239,27344086.787,07:35:44.087,30.000,640,480,1,2
240,27344122.870,07:35:44.123,30.000,640,480,1,1
241,27344154.830,07:35:44.155,30.000,640,480,1,3
242,27344186.848,07:35:44.187,30.000,640,480,1,2
243,27344218.797,07:35:44.219,30.000,640,480,1,2
244,27344250.771,07:35:44.251,30.000,640,480,1,3
245,27344286.799,07:35:44.287,30.000,640,480,1,2
246,27344318.850,07:35:44.319,30.000,640,480,1,2
247,27344350.764,07:35:44.351,30.000,640,480,1,3
248,27344382.808,07:35:44.383,30.000,640,480,1,3
249,27344414.813,07:35:44.415,30.000,640,480,1,2
250,27344450.840,07:35:44.451,30.000,640,480,1,2
251,27344482.846,07:35:44.483,30.000,640,480,1,3
252,27344514.790,07:35:44.515,30.000,640,480,1,3
253,27344546.767,07:35:44.547,30.000,640,480,1,3
254,27344578.803,07:35:44.579,30.000,640,480,1,2
255,27344614.843,07:35:44.615,30.000,640,480,1,3
256,27344646.821,07:35:44.647,30.000,640,480,1,2
257,27344678.766,07:35:44.679,30.000,640,480,1,3
258,27344710.767,07:35:44.711,30.000,640,480,1,2
259,27344746.830,07:35:44.747,30.000,640,480,1,3
260,27344778.832,07:35:44.779,30.000,640,480,1,2
261,27344810.801,07:35:44.811,30.000,640,480,1,3
262,27344842.768,07:35:44.843,30.000,640,480,1,3
263,27344874.790,07:35:44.875,30.000,640,480,1,2
264,27344910.799,07:35:44.911,30.000,640,480,1,2
265,27344942.808,07:35:44.943,30.000,640,480,1,2
266,27344974.843,07:35:44.975,30.000,640,480,1,2
267,27345006.783,07:35:45.007,30.000,640,480,1,2
268,27345038.786,07:35:45.039,30.000,640,480,1,2
269,27345074.827,07:35:45.075,30.000,640,480,1,3
270,27345106.805,07:35:45.107,30.000,640,480,1,2
271,27345138.831,07:35:45.139,30.000,640,480,1,3
272,27345170.814,07:35:45.171,30.000,640,480,1,4
273,27345202.843,07:35:45.203,30.000,640,480,1,3
274,27345238.833,07:35:45.239,30.000,640,480,1,3
275,27345270.816,07:35:45.271,30.000,640,480,1,2
276,27345302.786,07:35:45.303,30.000,640,480,1,2
277,27345334.785,07:35:45.335,30.000,640,480,1,3
278,27345366.756,07:35:45.367,30.000,640,480,1,2
279,27345402.821,07:35:45.403,30.000,640,480,1,3
280,27345434.806,07:35:45.435,30.000,640,480,1,3
281,27345466.782,07:35:45.467,30.000,640,480,1,3
282,27345498.831,07:35:45.499,30.000,640,480,1,3
283,27345530.824,07:35:45.531,30.000,640,480,1,3
284,27345566.835,07:35:45.567,30.000,640,480,1,3
285,27345598.842,07:35:45.599,30.000,640,480,1,4
286,27345630.763,07:35:45.631,30.000,640,480,1,3
287,27345662.780,07:35:45.663,30.000,640,480,1,4
288,27345694.826,07:35:45.695,30.000,640,480,1,2
289,27345730.859,07:35:45.731,30.000,640,480,1,3
290,27345762.842,07:35:45.763,30.000,640,480,1,3
291,27345794.806,07:35:45.795,30.000,640,480,1,3
292,27345826.801,07:35:45.827,30.000,640,480,1,3
293,27345858.786,07:35:45.859,30.000,640,480,1,3
294,27345894.816,07:35:45.895,30.000,640,480,1,2
295,27345926.860,07:35:45.927,30.000,640,480,1,3
296,27345958.818,07:35:45.959,30.000,640,480,1,3
297,27345990.780,07:35:45.991,30.000,640,480,1,2
298,27346026.828,07:35:46.027,30.000,640,480,1,2
299,27346058.779,07:35:46.059,30.000,640,480,1,3
300,27346090.859,07:35:46.091,30.000,640,480,1,3
301,27346122.747,07:35:46.123,30.000,640,480,1,3
302,27346154.779,07:35:46.155,30.000,640,480,1,2
303,27346190.808,07:35:46.191,30.000,640,480,1,3
304,27346222.847,07:35:46.223,30.000,640,480,1,4
305,27346254.827,07:35:46.255,30.000,640,480,1,3
306,27346286.769,07:35:46.287,30.000,640,480,1,5
307,27346318.832,07:35:46.319,30.000,640,480,1,2
308,27346354.833,07:35:46.355,30.000,640,480,1,2
309,27346386.796,07:35:46.387,30.000,640,480,1,3
310,27346418.838,07:35:46.419,30.000,640,480,1,4
311,27346450.739,07:35:46.451,30.000,640,480,1,2
312,27346482.771,07:35:46.483,30.000,640,480,1,2
313,27346518.849,07:35:46.519,30.000,640,480,1,2
314,27346550.848,07:35:46.551,30.000,640,480,1,2
315,27346582.820,07:35:46.583,30.000,640,480,1,2
316,27346614.772,07:35:46.615,30.000,640,480,1,3
317,27346646.797,07:35:46.647,30.000,640,480,1,2
318,27346682.775,07:35:46.683,30.000,640,480,1,4
319,27346714.817,07:35:46.715,30.000,640,480,1,2
320,27346746.767,07:35:46.747,30.000,640,480,1,4
321,27346778.742,07:35:46.779,30.000,640,480,1,3
322,27346810.758,07:35:46.811,30.000,640,480,1,3
323,27346846.793,07:35:46.847,30.000,640,480,1,2
324,27346878.787,07:35:46.879,30.000,640,480,1,2
325,27346910.751,07:35:46.911,30.000,640,480,1,4
326,27346942.786,07:35:46.943,30.000,640,480,1,3
327,27346974.781,07:35:46.975,30.000,640,480,1,3
328,27347010.776,07:35:47.011,30.000,640,480,1,2
329,27347042.805,07:35:47.043,30.000,640,480,1,3
330,27347074.741,07:35:47.075,30.000,640,480,1,2
331,27347106.794,07:35:47.107,30.000,640,480,1,3
332,27347138.775,07:35:47.139,30.000,640,480,1,2
333,27347174.784,07:35:47.175,30.000,640,480,1,3
334,27347206.865,07:35:47.207,30.000,640,480,1,2
335,27347238.736,07:35:47.239,30.000,640,480,1,3
336,27347270.819,07:35:47.271,30.000,640,480,1,3
337,27347302.815,07:35:47.303,30.000,640,480,1,2
338,27347338.815,07:35:47.339,30.000,640,480,1,2
339,27347370.769,07:35:47.371,30.000,640,480,1,3
340,27347402.809,07:35:47.403,30.000,640,480,1,3
341,27347434.767,07:35:47.435,30.000,640,480,1,2
342,27347470.812,07:35:47.471,30.000,640,480,1,2
343,27347502.797,07:35:47.503,30.000,640,480,1,3
344,27347534.829,07:35:47.535,30.000,640,480,1,3
345,27347566.738,07:35:47.567,30.000,640,480,1,3
346,27347598.809,07:35:47.599,30.000,640,480,1,3
347,27347634.804,07:35:47.635,30.000,640,480,1,3
348,27347666.780,07:35:47.667,30.000,640,480,1,3
349,27347698.783,07:35:47.699,30.000,640,480,1,3
350,27347730.806,07:35:47.731,30.000,640,480,1,3
351,27347762.818,07:35:47.763,30.000,640,480,1,2
352,27347798.822,07:35:47.799,30.000,640,480,1,2
353,27347830.829,07:35:47.831,30.000,640,480,1,2
354,27347862.805,07:35:47.863,30.000,640,480,1,3
355,27347894.795,07:35:47.895,30.000,640,480,1,4
356,27347926.766,07:35:47.927,30.000,640,480,1,3
357,27347962.827,07:35:47.963,30.000,640,480,1,3
358,27347994.765,07:35:47.995,30.000,640,480,1,3
359,27348026.838,07:35:48.027,30.000,640,480,1,3
360,27348058.727,07:35:48.059,30.000,640,480,1,2
361,27348090.812,07:35:48.091,30.000,640,480,1,2
362,27348126.769,07:35:48.127,30.000,640,480,1,3
363,27348158.865,07:35:48.159,30.000,640,480,1,2
364,27348190.731,07:35:48.191,30.000,640,480,1,5
365,27348222.814,07:35:48.223,30.000,640,480,1,2
366,27348254.817,07:35:48.255,30.000,640,480,1,4
367,27348290.848,07:35:48.291,30.000,640,480,1,2
368,27348322.825,07:35:48.323,30.000,640,480,1,2
369,27348354.752,07:35:48.355,30.000,640,480,1,2
370,27348386.806,07:35:48.387,30.000,640,480,1,3
371,27348418.811,07:35:48.419,30.000,640,480,1,3
372,27348454.800,07:35:48.455,30.000,640,480,1,2
373,27348486.854,07:35:48.487,30.000,640,480,1,3
374,27348518.813,07:35:48.519,30.000,640,480,1,3
375,27348550.804,07:35:48.551,30.000,640,480,1,3
376,27348582.745,07:35:48.583,30.000,640,480,1,2
377,27348618.802,07:35:48.619,30.000,640,480,1,3
378,27348650.810,07:35:48.651,30.000,640,480,1,3
379,27348682.748,07:35:48.683,30.000,640,480,1,2
380,27348714.755,07:35:48.715,30.000,640,480,1,2
381,27348750.778,07:35:48.751,30.000,640,480,1,3
382,27348782.775,07:35:48.783,30.000,640,480,1,3
383,27348814.758,07:35:48.815,30.000,640,480,1,3
384,27348846.734,07:35:48.847,30.000,640,480,1,2
385,27348878.727,07:35:48.879,30.000,640,480,1,3
386,27348914.778,07:35:48.915,30.000,640,480,1,4
387,27348946.780,07:35:48.947,30.000,640,480,1,3
388,27348978.812,07:35:48.979,30.000,640,480,1,2
389,27349010.750,07:35:49.011,30.000,640,480,1,2
390,27349042.755,07:35:49.043,30.000,640,480,1,2
391,27349078.786,07:35:49.079,30.000,640,480,1,2
392,27349110.800,07:35:49.111,30.000,640,480,1,2
393,27349142.782,07:35:49.143,30.000,640,480,1,3
394,27349174.723,07:35:49.175,30.000,640,480,1,3
395,27349206.724,07:35:49.207,30.000,640,480,1,3
396,27349242.765,07:35:49.243,30.000,640,480,1,2
397,27349274.754,07:35:49.275,30.000,640,480,1,2
398,27349306.829,07:35:49.307,30.000,640,480,1,2
399,27349338.754,07:35:49.339,30.000,640,480,1,3
400,27349370.811,07:35:49.371,30.000,640,480,1,4
401,27349406.748,07:35:49.407,30.000,640,480,1,4
402,27349438.801,07:35:49.439,30.000,640,480,1,3
403,27349470.770,07:35:49.471,30.000,640,480,1,3
404,27349502.746,07:35:49.503,30.000,640,480,1,3
405,27349534.765,07:35:49.535,30.000,640,480,1,3
406,27349570.773,07:35:49.571,30.000,640,480,1,2
407,27349602.763,07:35:49.603,30.000,640,480,1,3
408,27349634.772,07:35:49.635,30.000,640,480,1,3
409,27349666.741,07:35:49.667,30.000,640,480,1,3
410,27349698.746,07:35:49.699,30.000,640,480,1,2
411,27349734.778,07:35:49.735,30.000,640,480,1,3
412,27349766.777,07:35:49.767,30.000,640,480,1,3
413,27349798.763,07:35:49.799,30.000,640,480,1,2
414,27349830.712,07:35:49.831,30.000,640,480,1,2
415,27349862.738,07:35:49.863,30.000,640,480,1,3
416,27349898.757,07:35:49.899,30.000,640,480,1,3
417,27349930.771,07:35:49.931,30.000,640,480,1,3
418,27349962.748,07:35:49.963,30.000,640,480,1,3
419,27349994.747,07:35:49.995,30.000,640,480,1,3
420,27350026.712,07:35:50.027,30.000,640,480,1,2
421,27350062.794,07:35:50.063,30.000,640,480,1,2
422,27350094.814,07:35:50.095,30.000,640,480,1,3
423,27350126.704,07:35:50.127,30.000,640,480,1,3
424,27350158.759,07:35:50.159,30.000,640,480,1,3
425,27350194.744,07:35:50.195,30.000,640,480,1,2
426,27350226.741,07:35:50.227,30.000,640,480,1,3
427,27350258.778,07:35:50.259,30.000,640,480,1,4
428,27350290.713,07:35:50.291,30.000,640,480,1,3
429,27350322.756,07:35:50.323,30.000,640,480,1,2
430,27350358.803,07:35:50.359,30.000,640,480,1,2
431,27350390.742,07:35:50.391,30.000,640,480,1,3
432,27350422.828,07:35:50.423,30.000,640,480,1,2
433,27350454.787,07:35:50.455,30.000,640,480,1,2
434,27350486.739,07:35:50.487,30.000,640,480,1,3
435,27350522.759,07:35:50.523,30.000,640,480,1,2
436,27350554.803,07:35:50.555,30.000,640,480,1,2
437,27350586.761,07:35:50.587,30.000,640,480,1,3
438,27350618.737,07:35:50.619,30.000,640,480,1,3
439,27350650.790,07:35:50.651,30.000,640,480,1,3
440,27350686.804,07:35:50.687,30.000,640,480,1,3
441,27350718.740,07:35:50.719,30.000,640,480,1,2
442,27350750.791,07:35:50.751,30.000,640,480,1,2
443,27350782.731,07:35:50.783,30.000,640,480,1,2
444,27350814.732,07:35:50.815,30.000,640,480,1,2
445,27350850.828,07:35:50.851,30.000,640,480,1,2
446,27350882.823,07:35:50.883,30.000,640,480,1,3
447,27350914.732,07:35:50.915,30.000,640,480,1,3
448,27350946.705,07:35:50.947,30.000,640,480,1,4
449,27350978.747,07:35:50.979,30.000,640,480,1,9
450,27351014.789,07:35:51.015,30.000,640,480,1,3
451,27351046.791,07:35:51.047,30.000,640,480,1,4
452,27351078.701,07:35:51.079,30.000,640,480,1,3
453,27351110.781,07:35:51.111,30.000,640,480,1,3
454,27351142.708,07:35:51.143,30.000,640,480,1,4
455,27351178.810,07:35:51.179,30.000,640,480,1,3
456,27351210.768,07:35:51.211,30.000,640,480,1,4
457,27351242.776,07:35:51.243,30.000,640,480,1,2
458,27351274.734,07:35:51.275,30.000,640,480,1,3
459,27351306.758,07:35:51.307,30.000,640,480,1,2
460,27351342.781,07:35:51.343,30.000,640,480,1,3
461,27351374.813,07:35:51.375,30.000,640,480,1,2
462,27351406.780,07:35:51.407,30.000,640,480,1,3
463,27351438.729,07:35:51.439,30.000,640,480,1,2
464,27351470.774,07:35:51.471,30.000,640,480,1,2
465,27351506.799,07:35:51.507,30.000,640,480,1,2
466,27351538.758,07:35:51.539,30.000,640,480,1,2
467,27351570.699,07:35:51.571,30.000,640,480,1,2
468,27351602.707,07:35:51.603,30.000,640,480,1,2
469,27351638.777,07:35:51.639,30.000,640,480,1,3
470,27351670.781,07:35:51.671,30.000,640,480,1,2
471,27351702.808,07:35:51.703,30.000,640,480,1,2
472,27351734.728,07:35:51.735,30.000,640,480,1,3
473,27351766.701,07:35:51.767,30.000,640,480,1,3
474,27351802.762,07:35:51.803,30.000,640,480,1,2
475,27351834.802,07:35:51.835,30.000,640,480,1,3
476,27351866.745,07:35:51.867,30.000,640,480,1,2
477,27351898.725,07:35:51.899,30.000,640,480,1,3
478,27351930.769,07:35:51.931,30.000,640,480,1,3
479,27351966.769,07:35:51.967,30.000,640,480,1,2
480,27351998.755,07:35:51.999,30.000,640,480,1,2
481,27352030.803,07:35:52.031,30.000,640,480,1,2
482,27352062.748,07:35:52.063,30.000,640,480,1,5
483,27352094.785,07:35:52.095,30.000,640,480,1,3
484,27352130.751,07:35:52.131,30.000,640,480,1,2
485,27352162.762,07:35:52.163,30.000,640,480,1,2
486,27352194.766,07:35:52.195,30.000,640,480,1,3
487,27352226.775,07:35:52.227,30.000,640,480,1,2
488,27352258.723,07:35:52.259,30.000,640,480,1,3
489,27352294.723,07:35:52.295,30.000,640,480,1,3
490,27352326.822,07:35:52.327,30.000,640,480,1,3
491,27352358.742,07:35:52.359,30.000,640,480,1,3
492,27352390.697,07:35:52.391,30.000,640,480,1,6
493,27352422.731,07:35:52.423,30.000,640,480,1,3
494,27352458.730,07:35:52.459,30.000,640,480,1,3
495,27352490.781,07:35:52.491,30.000,640,480,1,3
496,27352522.784,07:35:52.523,30.000,640,480,1,2
