frame_index,pos_msec,pos_hhmmss,fps_meta,width,height,read_ok
347,24339525.080,06:45:39.525,30.000,640,480,1
348,24339557.140,06:45:39.557,30.000,640,480,1
349,24339589.112,06:45:39.589,30.000,640,480,1
350,24339625.149,06:45:39.625,30.000,640,480,1
351,24339657.154,06:45:39.657,30.000,640,480,1
352,24339689.112,06:45:39.689,30.000,640,480,1
353,24339721.115,06:45:39.721,30.000,640,480,1
354,24339753.144,06:45:39.753,30.000,640,480,1
355,24339789.164,06:45:39.789,30.000,640,480,1
356,24339821.196,06:45:39.821,30.000,640,480,1
357,24339853.145,06:45:39.853,30.000,640,480,1
358,24339885.113,06:45:39.885,30.000,640,480,1
359,24339921.137,06:45:39.921,30.000,640,480,1
360,24339953.147,06:45:39.953,30.000,640,480,1
361,24339985.144,06:45:39.985,30.000,640,480,1
362,24340017.086,06:45:40.017,30.000,640,480,1
363,24340049.076,06:45:40.049,30.000,640,480,1
364,24340085.130,06:45:40.085,30.000,640,480,1
365,24340117.113,06:45:40.117,30.000,640,480,1
366,24340149.162,06:45:40.149,30.000,640,480,1
367,24340181.108,06:45:40.181,30.000,640,480,1
368,24340213.107,06:45:40.213,30.000,640,480,1
369,24340249.110,06:45:40.249,30.000,640,480,1
370,24340281.161,06:45:40.281,30.000,640,480,1
371,24340313.152,06:45:40.313,30.000,640,480,1
372,24340345.118,06:45:40.345,30.000,640,480,1
373,24340377.119,06:45:40.377,30.000,640,480,1
374,24340413.154,06:45:40.413,30.000,640,480,1
375,24340445.136,06:45:40.445,30.000,640,480,1
376,24340477.155,06:45:40.477,30.000,640,480,1
377,24340509.103,06:45:40.509,30.000,640,480,1
378,24340541.113,06:45:40.541,30.000,640,480,1
379,24340577.197,06:45:40.577,30.000,640,480,1
380,24340609.178,06:45:40.609,30.000,640,480,1
381,24340641.126,06:45:40.641,30.000,640,480,1
382,24340673.093,06:45:40.673,30.000,640,480,1
383,24340705.070,06:45:40.705,30.000,640,480,1
384,24340741.104,06:45:40.741,30.000,640,480,1
385,24340773.125,06:45:40.773,30.000,640,480,1
386,24340805.066,06:45:40.805,30.000,640,480,1
387,24340837.069,06:45:40.837,30.000,640,480,1
388,24340869.078,06:45:40.869,30.000,640,480,1
389,24340905.156,06:45:40.905,30.000,640,480,1
390,24340937.104,06:45:40.937,30.000,640,480,1
391,24340969.075,06:45:40.969,30.000,640,480,1
392,24341001.074,06:45:41.001,30.000,640,480,1
393,24341033.076,06:45:41.033,30.000,640,480,1
394,24341069.139,06:45:41.069,30.000,640,480,1
395,24341101.128,06:45:41.101,30.000,640,480,1
396,24341133.127,06:45:41.133,30.000,640,480,1
397,24341165.076,06:45:41.165,30.000,640,480,1
398,24341197.071,06:45:41.197,30.000,640,480,1
399,24341233.146,06:45:41.233,30.000,640,480,1
400,24341265.102,06:45:41.265,30.000,640,480,1
401,24341297.063,06:45:41.297,30.000,640,480,1
402,24341329.075,06:45:41.329,30.000,640,480,1
403,24341365.121,06:45:41.365,30.000,640,480,1
404,24341397.101,06:45:41.397,30.000,640,480,1
405,24341429.153,06:45:41.429,30.000,640,480,1
406,24341461.109,06:45:41.461,30.000,640,480,1
407,24341493.103,06:45:41.493,30.000,640,480,1
408,24341529.134,06:45:41.529,30.000,640,480,1
409,24341561.147,06:45:41.561,30.000,640,480,1
410,24341593.114,06:45:41.593,30.000,640,480,1
411,24341625.076,06:45:41.625,30.000,640,480,1
412,24341657.062,06:45:41.657,30.000,640,480,1
413,24341693.117,06:45:41.693,30.000,640,480,1
414,24341725.105,06:45:41.725,30.000,640,480,1
415,24341757.128,06:45:41.757,30.000,640,480,1
416,24341789.059,06:45:41.789,30.000,640,480,1
417,24341821.088,06:45:41.821,30.000,640,480,1
418,24341857.121,06:45:41.857,30.000,640,480,1
419,24341889.125,06:45:41.889,30.000,640,480,1
420,24341921.116,06:45:41.921,30.000,640,480,1
421,24341953.091,06:45:41.953,30.000,640,480,1
422,24341985.108,06:45:41.985,30.000,640,480,1
423,24342021.091,06:45:42.021,30.000,640,480,1
424,24342053.150,06:45:42.053,30.000,640,480,1
425,24342085.101,06:45:42.085,30.000,640,480,1
426,24342117.131,06:45:42.117,30.000,640,480,1
427,24342149.156,06:45:42.149,30.000,640,480,1
428,24342185.179,06:45:42.185,30.000,640,480,1
429,24342217.120,06:45:42.217,30.000,640,480,1
430,24342249.084,06:45:42.249,30.000,640,480,1
431,24342281.101,06:45:42.281,30.000,640,480,1
432,24342313.139,06:45:42.313,30.000,640,480,1
433,24342349.094,06:45:42.349,30.000,640,480,1
434,24342381.169,06:45:42.381,30.000,640,480,1
435,24342413.120,06:45:42.413,30.000,640,480,1
436,24342445.135,06:45:42.445,30.000,640,480,1
437,24342477.147,06:45:42.477,30.000,640,480,1
438,24342513.176,06:45:42.513,30.000,640,480,1
439,24342545.139,06:45:42.545,30.000,640,480,1
440,24342577.105,06:45:42.577,30.000,640,480,1
441,24342609.055,06:45:42.609,30.000,640,480,1
442,24342641.088,06:45:42.641,30.000,640,480,1
443,24342677.087,06:45:42.677,30.000,640,480,1
444,24342709.095,06:45:42.709,30.000,640,480,1
445,24342741.079,06:45:42.741,30.000,640,480,1
446,24342773.058,06:45:42.773,30.000,640,480,1
447,24342809.191,06:45:42.809,30.000,640,480,1
448,24342841.108,06:45:42.841,30.000,640,480,1
449,24342873.137,06:45:42.873,30.000,640,480,1
450,24342905.078,06:45:42.905,30.000,640,480,1
451,24342937.054,06:45:42.937,30.000,640,480,1
452,24342973.085,06:45:42.973,30.000,640,480,1
453,24343005.102,06:45:43.005,30.000,640,480,1
454,24343037.095,06:45:43.037,30.000,640,480,1
455,24343069.047,06:45:43.069,30.000,640,480,1
456,24343101.049,06:45:43.101,30.000,640,480,1
457,24343137.124,06:45:43.137,30.000,640,480,1
458,24343169.122,06:45:43.169,30.000,640,480,1
459,24343201.133,06:45:43.201,30.000,640,480,1
460,24343233.045,06:45:43.233,30.000,640,480,1
461,24343265.081,06:45:43.265,30.000,640,480,1
462,24343301.120,06:45:43.301,30.000,640,480,1
463,24343333.086,06:45:43.333,30.000,640,480,1
464,24343365.092,06:45:43.365,30.000,640,480,1
465,24343397.113,06:45:43.397,30.000,640,480,1
466,24343429.082,06:45:43.429,30.000,640,480,1
467,24343465.081,06:45:43.465,30.000,640,480,1
468,24343497.125,06:45:43.497,30.000,640,480,1
469,24343529.049,06:45:43.529,30.000,640,480,1
470,24343561.079,06:45:43.561,30.000,640,480,1
471,24343593.118,06:45:43.593,30.000,640,480,1
472,24343629.095,06:45:43.629,30.000,640,480,1
473,24343661.111,06:45:43.661,30.000,640,480,1
474,24343693.070,06:45:43.693,30.000,640,480,1
475,24343725.065,06:45:43.725,30.000,640,480,1
476,24343757.083,06:45:43.757,30.000,640,480,1
477,24343793.121,06:45:43.793,30.000,640,480,1
478,24343825.144,06:45:43.825,30.000,640,480,1
479,24343857.083,06:45:43.857,30.000,640,480,1
480,24343889.056,06:45:43.889,30.000,640,480,1
481,24343921.073,06:45:43.921,30.000,640,480,1
482,24343957.097,06:45:43.957,30.000,640,480,1
483,24343989.110,06:45:43.989,30.000,640,480,1
484,24344021.096,06:45:44.021,30.000,640,480,1
485,24344053.074,06:45:44.053,30.000,640,480,1
486,24344089.120,06:45:44.089,30.000,640,480,1
487,24344121.126,06:45:44.121,30.000,640,480,1
488,24344153.105,06:45:44.153,30.000,640,480,1
489,24344185.087,06:45:44.185,30.000,640,480,1
490,24344217.131,06:45:44.217,30.000,640,480,1
491,24344253.148,06:45:44.253,30.000,640,480,1
492,24344285.130,06:45:44.285,30.000,640,480,1
493,24344317.135,06:45:44.317,30.000,640,480,1
494,24344349.056,06:45:44.349,30.000,640,480,1
495,24344381.072,06:45:44.381,30.000,640,480,1
496,24344417.089,06:45:44.417,30.000,640,480,1
497,24344449.079,06:45:44.449,30.000,640,480,1
498,24344481.100,06:45:44.481,30.000,640,480,1
499,24344513.073,06:45:44.513,30.000,640,480,1
500,24344545.066,06:45:44.545,30.000,640,480,1
501,24344581.122,06:45:44.581,30.000,640,480,1
502,24344613.098,06:45:44.613,30.000,640,480,1
503,24344645.106,06:45:44.645,30.000,640,480,1
504,24344677.072,06:45:44.677,30.000,640,480,1
505,24344709.095,06:45:44.709,30.000,640,480,1
506,24344745.085,06:45:44.745,30.000,640,480,1
507,24344777.072,06:45:44.777,30.000,640,480,1
508,24344809.111,06:45:44.809,30.000,640,480,1
509,24344841.060,06:45:44.841,30.000,640,480,1
510,24344873.072,06:45:44.873,30.000,640,480,1
511,24344909.089,06:45:44.909,30.000,640,480,1
512,24344941.114,06:45:44.941,30.000,640,480,1
513,24344973.054,06:45:44.973,30.000,640,480,1
514,24345005.044,06:45:45.005,30.000,640,480,1
515,24345037.039,06:45:45.037,30.000,640,480,1
516,24345073.125,06:45:45.073,30.000,640,480,1
517,24345105.125,06:45:45.105,30.000,640,480,1
518,24345137.047,06:45:45.137,30.000,640,480,1
519,24345169.104,06:45:45.169,30.000,640,480,1
520,24345201.086,06:45:45.201,30.000,640,480,1
521,24345237.113,06:45:45.237,30.000,640,480,1
522,24345269.114,06:45:45.269,30.000,640,480,1
523,24345301.049,06:45:45.301,30.000,640,480,1
524,24345333.035,06:45:45.333,30.000,640,480,1
525,24345369.090,06:45:45.369,30.000,640,480,1
526,24345401.078,06:45:45.401,30.000,640,480,1
527,24345433.120,06:45:45.433,30.000,640,480,1
528,24345465.089,06:45:45.465,30.000,640,480,1
529,24345497.060,06:45:45.497,30.000,640,480,1
530,24345533.065,06:45:45.533,30.000,640,480,1
531,24345565.078,06:45:45.565,30.000,640,480,1
532,24345597.094,06:45:45.597,30.000,640,480,1
533,24345629.061,06:45:45.629,30.000,640,480,1
534,24345661.097,06:45:45.661,30.000,640,480,1
