epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1522.61,0.71875,1.25865,0.9733,0.23685,0.13332,0.1428,0.13753,0.55418,6.35682,0.84209,7.09744e-05,7.09744e-05,7.09744e-05
39,1568,0.67732,1.21024,0.96006,0.26627,0.15164,0.15808,0.15087,0.56215,6.62028,0.84166,6.98656e-05,6.98656e-05,6.98656e-05
40,1616.04,0.72534,1.24189,0.97642,0.25755,0.13424,0.15218,0.1445,0.56312,6.45329,0.8466,6.87568e-05,6.87568e-05,6.87568e-05
41,1663.7,0.72138,1.251,0.96768,0.23711,0.14685,0.14336,0.13618,0.54997,6.67323,0.83949,6.7648e-05,6.7648e-05,6.7648e-05
42,1706.07,0.71199,1.22557,0.97576,0.24951,0.1275,0.15046,0.14578,0.53951,6.51344,0.8408,6.65392e-05,6.65392e-05,6.65392e-05
43,1749.4,0.69254,1.22308,0.95868,0.20411,0.11341,0.11604,0.10883,0.54598,6.64934,0.84171,6.54304e-05,6.54304e-05,6.54304e-05
44,1793.04,0.70028,1.1853,0.96079,0.21637,0.1035,0.12915,0.12497,0.53736,6.53124,0.84507,6.43216e-05,6.43216e-05,6.43216e-05
45,1834.37,0.69134,1.16868,0.94895,0.13294,0.09683,0.07554,0.06948,0.54413,6.44004,0.85095,6.32128e-05,6.32128e-05,6.32128e-05
46,1872.96,0.70702,1.19314,0.96581,0.19605,0.10249,0.10536,0.09613,0.539,6.43385,0.84358,6.2104e-05,6.2104e-05,6.2104e-05
47,1912.76,0.69411,1.16431,0.9544,0.08688,0.07972,0.04679,0.04023,0.55651,6.72332,0.84554,6.09952e-05,6.09952e-05,6.09952e-05
48,1953.91,0.68717,1.1343,0.95413,0.16849,0.06277,0.09182,0.08578,0.55274,6.53283,0.84371,5.98864e-05,5.98864e-05,5.98864e-05
49,1993.96,0.66872,1.11303,0.9505,0.31921,0.08398,0.16972,0.15832,0.54727,6.75812,0.84601,5.87776e-05,5.87776e-05,5.87776e-05
50,2030.63,0.65276,1.11766,0.9484,0.2815,0.06842,0.14619,0.13585,0.54247,6.66945,0.84311,5.76688e-05,5.76688e-05,5.76688e-05
51,2067.9,0.69895,1.15286,0.95049,0.26513,0.06325,0.13991,0.13585,0.55184,6.67172,0.851,5.656e-05,5.656e-05,5.656e-05
52,2107.19,0.67794,1.10804,0.94334,0.28623,0.06953,0.14795,0.13114,0.55129,6.64832,0.84959,5.54512e-05,5.54512e-05,5.54512e-05
53,2148.38,0.67251,1.1007,0.94718,0.25684,0.08325,0.13427,0.12874,0.54835,6.60326,0.85147,5.43424e-05,5.43424e-05,5.43424e-05
54,2186.72,0.68934,1.10445,0.95906,0.28494,0.07436,0.14868,0.14222,0.54065,6.66153,0.85112,5.32336e-05,5.32336e-05,5.32336e-05
55,2223.04,0.66613,1.08798,0.95371,0.32152,0.08306,0.16615,0.15772,0.53812,6.68442,0.84545,5.21248e-05,5.21248e-05,5.21248e-05
56,2265.21,0.64955,1.06606,0.9445,0.03568,0.06677,0.02214,0.01835,0.55656,6.68235,0.85888,5.1016e-05,5.1016e-05,5.1016e-05
57,2306.67,0.65586,1.06873,0.94498,0.2477,0.06566,0.1299,0.12572,0.54831,6.74663,0.85397,4.99072e-05,4.99072e-05,4.99072e-05
58,2344.7,0.67662,1.06297,0.96238,0.24612,0.05677,0.12967,0.12568,0.54758,6.71518,0.85522,4.87984e-05,4.87984e-05,4.87984e-05
59,2387.94,0.64074,1.05919,0.94165,0.28415,0.06102,0.14742,0.14178,0.54677,6.7126,0.85834,4.76896e-05,4.76896e-05,4.76896e-05
60,2430.84,0.65104,1.03873,0.94583,0.31549,0.05677,0.16258,0.15506,0.56085,6.69736,0.85939,4.65808e-05,4.65808e-05,4.65808e-05
61,2474.25,0.63714,1.00451,0.92789,0.31171,0.06566,0.1613,0.15389,0.54132,6.72785,0.85546,4.5472e-05,4.5472e-05,4.5472e-05
62,2515,0.64565,1.04143,0.94577,0.1258,0.06639,0.06645,0.06428,0.54648,6.75566,0.85705,4.43632e-05,4.43632e-05,4.43632e-05
63,2554.64,0.65956,1.041,0.93658,0.11688,0.06213,0.06168,0.05974,0.53836,6.54047,0.85174,4.32544e-05,4.32544e-05,4.32544e-05
64,2600.17,0.67365,1.04171,0.94841,0.1117,0.05343,0.05887,0.05698,0.532,6.90786,0.84661,4.21456e-05,4.21456e-05,4.21456e-05
65,2642.38,0.63547,1.02112,0.93962,0.10976,0.04899,0.05721,0.05557,0.5433,6.6076,0.85465,4.10368e-05,4.10368e-05,4.10368e-05
66,2681.02,0.63272,0.99879,0.93093,0.0821,0.05325,0.04456,0.03925,0.52846,6.75591,0.85103,3.9928e-05,3.9928e-05,3.9928e-05
67,2723.99,0.61593,0.95881,0.91965,0.11649,0.05325,0.06115,0.05419,0.53397,6.79136,0.84955,3.88192e-05,3.88192e-05,3.88192e-05
68,2767.59,0.64551,1.00462,0.93606,0.1117,0.04899,0.05888,0.05178,0.52859,6.91957,0.8481,3.77104e-05,3.77104e-05,3.77104e-05
69,2811.24,0.65641,1.0144,0.94837,0.07957,0.04899,0.04342,0.04126,0.52242,6.73986,0.8466,3.66016e-05,3.66016e-05,3.66016e-05
70,2850.99,0.62073,0.96011,0.92545,0.07436,0.03566,0.03966,0.03851,0.53202,6.84145,0.85253,3.54928e-05,3.54928e-05,3.54928e-05
71,2895.48,0.62391,0.97357,0.9302,0.08085,0.04899,0.04317,0.03751,0.51848,6.72327,0.85195,3.4384e-05,3.4384e-05,3.4384e-05
72,2934.67,0.62122,0.97442,0.93197,0.07676,0.05343,0.0411,0.03589,0.52421,6.806,0.85528,3.32752e-05,3.32752e-05,3.32752e-05
73,2978.53,0.66335,1.02228,0.94021,0.17901,0.05232,0.09274,0.09071,0.52263,6.84226,0.85501,3.21664e-05,3.21664e-05,3.21664e-05
74,3020.6,0.61895,0.9591,0.92706,0.16164,0.05677,0.08434,0.08234,0.52805,6.77536,0.85612,3.10576e-05,3.10576e-05,3.10576e-05
75,3064.78,0.62241,0.96289,0.93575,0.07896,0.05343,0.0427,0.0369,0.5218,6.6137,0.8551,2.99488e-05,2.99488e-05,2.99488e-05
76,3100.93,0.63032,0.98703,0.94142,0.17931,0.05677,0.09358,0.08781,0.52755,6.96798,0.86024,2.884e-05,2.884e-05,2.884e-05
77,3142.22,0.62106,0.94285,0.92848,0.17783,0.05677,0.09203,0.08675,0.52677,6.7714,0.85959,2.77312e-05,2.77312e-05,2.77312e-05
78,3183.29,0.60371,0.9439,0.91908,0.14635,0.05677,0.07841,0.07302,0.52062,6.88286,0.86009,2.66224e-05,2.66224e-05,2.66224e-05
79,3221.58,0.63259,0.95347,0.93388,0.08046,0.05788,0.04293,0.03733,0.51629,6.84834,0.85931,2.55136e-05,2.55136e-05,2.55136e-05
80,3264.59,0.58982,0.91071,0.92135,0.0617,0.05343,0.03331,0.02889,0.51748,6.82802,0.85987,2.44048e-05,2.44048e-05,2.44048e-05
81,3306.06,0.62872,0.94582,0.93106,0.07991,0.04899,0.04306,0.03742,0.51657,6.8511,0.85248,2.3296e-05,2.3296e-05,2.3296e-05
82,3349.32,0.58157,0.89985,0.91292,0.07829,0.04899,0.04221,0.0368,0.51915,6.83405,0.85413,2.21872e-05,2.21872e-05,2.21872e-05
83,3391.97,0.63454,0.94914,0.92695,0.11295,0.04455,0.05925,0.05165,0.51022,6.85098,0.85289,2.10784e-05,2.10784e-05,2.10784e-05
84,3436.53,0.62828,0.95217,0.94162,0.08127,0.04899,0.04394,0.03836,0.51111,6.94026,0.85363,1.99696e-05,1.99696e-05,1.99696e-05
85,3479.3,0.60873,0.93283,0.92567,0.07971,0.04455,0.04282,0.04071,0.51303,6.87423,0.85016,1.88608e-05,1.88608e-05,1.88608e-05
86,3521.91,0.60022,0.93463,0.91709,0.07451,0.03121,0.0394,0.03461,0.51629,6.85902,0.85188,1.7752e-05,1.7752e-05,1.7752e-05
87,3566.7,0.64751,0.91985,0.92387,0.07549,0.03121,0.04003,0.03521,0.51658,6.93203,0.85092,1.66432e-05,1.66432e-05,1.66432e-05
88,3612.81,0.60065,0.89378,0.92436,0.07835,0.04455,0.04195,0.03653,0.5136,7.00884,0.85295,1.55344e-05,1.55344e-05,1.55344e-05
89,3655.47,0.62067,0.92436,0.92646,0.06039,0.0401,0.03295,0.02843,0.51512,6.85412,0.85131,1.44256e-05,1.44256e-05,1.44256e-05
90,3703.33,0.61558,0.90806,0.92883,0.04824,0.03566,0.02682,0.02353,0.50959,6.90763,0.84676,1.33168e-05,1.33168e-05,1.33168e-05
91,3739.75,0.5699,1.07368,0.8782,0.0563,0.05788,0.03088,0.02722,0.54055,6.84955,0.85593,1.2208e-05,1.2208e-05,1.2208e-05
92,3776.97,0.55758,1.07477,0.88406,0.07393,0.06232,0.03985,0.0352,0.55349,6.96833,0.85599,1.10992e-05,1.10992e-05,1.10992e-05
93,3808.96,0.52993,1.01014,0.86781,0.07567,0.06677,0.04083,0.03603,0.54632,7.12943,0.85543,9.9904e-06,9.9904e-06,9.9904e-06
94,3844.21,0.52729,1.02357,0.86825,0.07864,0.06213,0.04219,0.03719,0.5405,7.02953,0.85669,8.8816e-06,8.8816e-06,8.8816e-06
95,3888.48,0.52715,1.03589,0.86386,0.07971,0.06213,0.04276,0.03761,0.53445,7.00084,0.85676,7.7728e-06,7.7728e-06,7.7728e-06
96,3929.49,0.53251,1.0287,0.86043,0.06266,0.06213,0.03448,0.03017,0.53438,7.00899,0.85612,6.664e-06,6.664e-06,6.664e-06
97,3975.11,0.52465,1.02855,0.86467,0.06302,0.05769,0.03461,0.03026,0.5365,6.9597,0.8532,5.5552e-06,5.5552e-06,5.5552e-06
98,4019.5,0.52445,1.02095,0.86894,0.06359,0.05769,0.03483,0.0305,0.53269,7.00828,0.8552,4.4464e-06,4.4464e-06,4.4464e-06
99,4060.63,0.50892,1.00698,0.86519,0.08006,0.05325,0.0427,0.03765,0.53213,6.98611,0.85469,3.3376e-06,3.3376e-06,3.3376e-06
100,4097.84,0.51236,0.98713,0.86813,0.06338,0.05325,0.03487,0.03056,0.52822,7.00038,0.85407,2.2288e-06,2.2288e-06,2.2288e-06
