epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.3621,0.88402,3.51735,1.03535,1,0.11248,0.2911,0.24643,0.78709,3.54537,0.86887,0.000363346,0.000363346,0.000363346
2,70.796,0.96027,2.20761,1.03732,0.77499,0.32538,0.61551,0.41097,1.0147,2.76408,1.00595,0.000726416,0.000726416,0.000726416
3,95.2536,0.98644,1.99595,1.05171,0.71011,0.66557,0.71751,0.51614,0.96016,1.66452,0.98141,0.00108215,0.00108215,0.00108215
4,118.512,0.94632,1.67325,1.05648,0.75657,0.68615,0.731,0.4941,1.03093,1.38521,1.0333,0.001078,0.001078,0.001078
5,142.967,0.96674,1.51338,1.04787,0.8226,0.62609,0.77245,0.58227,0.86617,1.29186,0.95279,0.001067,0.001067,0.001067
6,166.474,0.91043,1.33755,1.02763,0.88018,0.73153,0.81872,0.62065,0.85476,0.96566,0.94038,0.00105601,0.00105601,0.00105601
7,190.407,0.88426,1.24387,1.01798,0.77947,0.69695,0.79582,0.60635,0.86001,1.09347,0.94834,0.00104501,0.00104501,0.00104501
8,216.799,0.863,1.11993,1.01128,0.85816,0.81782,0.8656,0.65584,0.81858,0.79614,0.94102,0.00103401,0.00103401,0.00103401
9,243.356,0.84665,1.07015,1.00406,0.79208,0.80448,0.8516,0.64153,0.83853,0.85123,0.94578,0.00102301,0.00102301,0.00102301
10,272.499,0.84699,0.964,1.00083,0.85931,0.79514,0.85591,0.65832,0.77547,0.76754,0.90729,0.00101201,0.00101201,0.00101201
11,301.121,0.82202,0.9107,0.99418,0.83863,0.79221,0.8443,0.66337,0.74337,0.7814,0.90679,0.00100101,0.00100101,0.00100101
12,324.249,0.80331,0.85973,0.9951,0.87341,0.81788,0.85741,0.67227,0.75136,0.70666,0.9132,0.000990012,0.000990012,0.000990012
13,348.373,0.80846,0.81286,0.98167,0.87942,0.84978,0.87977,0.69162,0.74003,0.69876,0.9115,0.000979013,0.000979013,0.000979013
14,376.168,0.75829,0.79523,0.97236,0.85398,0.807,0.86417,0.69467,0.68371,0.81255,0.89352,0.000968014,0.000968014,0.000968014
15,401.091,0.80633,0.78829,0.98737,0.91566,0.77246,0.86551,0.69431,0.71803,0.69144,0.90837,0.000957015,0.000957015,0.000957015
16,429.615,0.7504,0.72941,0.96677,0.90318,0.81959,0.89766,0.72037,0.67477,0.6066,0.88046,0.000946016,0.000946016,0.000946016
17,454.873,0.73998,0.69913,0.96568,0.90752,0.82827,0.87725,0.71134,0.65377,0.64344,0.87895,0.000935018,0.000935018,0.000935018
18,481.048,0.73744,0.71572,0.96163,0.92565,0.82039,0.8899,0.72038,0.65987,0.57422,0.8852,0.000924019,0.000924019,0.000924019
19,503.488,0.70115,0.6639,0.94558,0.88453,0.83954,0.89439,0.7079,0.72056,0.62023,0.8955,0.00091302,0.00091302,0.00091302
20,529.844,0.73678,0.65853,0.96583,0.89919,0.85664,0.89836,0.72273,0.65404,0.57654,0.87859,0.000902021,0.000902021,0.000902021
21,554.131,0.73489,0.64314,0.95699,0.92775,0.83658,0.90043,0.72372,0.67463,0.57047,0.87306,0.000891022,0.000891022,0.000891022
22,580.052,0.69777,0.63196,0.94099,0.90211,0.88278,0.90928,0.71718,0.69539,0.59023,0.88456,0.000880023,0.000880023,0.000880023
23,604.146,0.70664,0.61647,0.94351,0.94013,0.84519,0.90815,0.73047,0.6603,0.57275,0.87636,0.000869024,0.000869024,0.000869024
24,627.356,0.69481,0.61392,0.94405,0.89827,0.86594,0.90543,0.7308,0.64237,0.60397,0.87064,0.000858025,0.000858025,0.000858025
25,651.199,0.67769,0.60134,0.93809,0.92272,0.81668,0.89493,0.73175,0.62058,0.58407,0.86369,0.000847026,0.000847026,0.000847026
26,676.68,0.65783,0.58675,0.92731,0.93881,0.83022,0.90083,0.73821,0.63024,0.55212,0.86655,0.000836027,0.000836027,0.000836027
27,699.504,0.68624,0.59093,0.93658,0.90769,0.83806,0.89292,0.73797,0.62668,0.55562,0.86101,0.000825029,0.000825029,0.000825029
28,726.12,0.65894,0.5488,0.93551,0.94118,0.8736,0.91108,0.74966,0.61573,0.50407,0.86014,0.00081403,0.00081403,0.00081403
29,751.882,0.64132,0.54644,0.91912,0.92216,0.8459,0.90165,0.73927,0.62311,0.51669,0.86453,0.000803031,0.000803031,0.000803031
30,775.11,0.64591,0.52778,0.91723,0.95072,0.84047,0.91076,0.75209,0.61239,0.50047,0.8656,0.000792032,0.000792032,0.000792032
31,800.9,0.65305,0.5475,0.92977,0.93629,0.85027,0.9017,0.74508,0.62627,0.51678,0.87023,0.000781033,0.000781033,0.000781033
32,827.049,0.65458,0.53721,0.91922,0.92224,0.86395,0.89976,0.74761,0.60377,0.54379,0.85731,0.000770034,0.000770034,0.000770034
33,852.179,0.64744,0.54799,0.92201,0.90755,0.86167,0.91421,0.76234,0.60876,0.49984,0.85634,0.000759035,0.000759035,0.000759035
34,875.708,0.63684,0.53989,0.92833,0.9097,0.84768,0.89827,0.75151,0.58464,0.51444,0.85226,0.000748036,0.000748036,0.000748036
35,899.134,0.64554,0.53194,0.93366,0.9023,0.89013,0.91682,0.76464,0.6083,0.49018,0.85653,0.000737037,0.000737037,0.000737037
36,923.562,0.63272,0.5049,0.90995,0.92438,0.87485,0.92209,0.76541,0.58644,0.52356,0.85363,0.000726038,0.000726038,0.000726038
37,948.103,0.64923,0.51465,0.92195,0.94937,0.87143,0.91375,0.74518,0.62219,0.47166,0.87388,0.00071504,0.00071504,0.00071504
38,973.283,0.62915,0.51077,0.92188,0.96265,0.86073,0.92384,0.77655,0.57706,0.46966,0.85259,0.000704041,0.000704041,0.000704041
39,997.954,0.6053,0.49123,0.91691,0.94787,0.86508,0.91973,0.76266,0.58263,0.48907,0.84763,0.000693042,0.000693042,0.000693042
