epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
24,365.67,0.69577,0.70584,0.94817,0.94702,0.90791,0.93556,0.73941,0.76875,0.66943,0.93728,0.000858025,0.000858025,0.000858025
25,383.673,0.64012,0.66412,0.91927,0.96663,0.90398,0.94926,0.76455,0.73611,0.64522,0.90739,0.000847026,0.000847026,0.000847026
26,396.525,0.65566,0.66741,0.93401,0.91937,0.88727,0.916,0.71945,0.77625,0.85603,0.93116,0.000836027,0.000836027,0.000836027
27,410.27,0.66365,0.683,0.93684,0.93794,0.91332,0.92876,0.736,0.76287,0.69259,0.91663,0.000825029,0.000825029,0.000825029
28,422.431,0.65231,0.65048,0.92023,0.97016,0.92232,0.95901,0.77611,0.75516,0.59983,0.9122,0.00081403,0.00081403,0.00081403
29,435.407,0.6414,0.66016,0.95555,0.91381,0.93558,0.95012,0.77477,0.74259,0.65276,0.90687,0.000803031,0.000803031,0.000803031
30,448.698,0.62139,0.6144,0.91337,0.91655,0.88353,0.94541,0.76618,0.75087,0.69999,0.91703,0.000792032,0.000792032,0.000792032
31,465.363,0.64906,0.6279,0.92136,0.92603,0.91909,0.93864,0.76723,0.76269,0.6215,0.94264,0.000781033,0.000781033,0.000781033
32,479.479,0.65542,0.61235,0.9484,0.95854,0.91141,0.94565,0.75602,0.77713,0.64219,0.92424,0.000770034,0.000770034,0.000770034
33,494.535,0.60105,0.60967,0.91757,0.97105,0.9447,0.95201,0.77188,0.74956,0.56581,0.93308,0.000759035,0.000759035,0.000759035
34,509.325,0.6173,0.58716,0.91532,0.93943,0.91631,0.94748,0.78125,0.72454,0.56932,0.90357,0.000748036,0.000748036,0.000748036
35,522.132,0.605,0.58783,0.92786,0.95773,0.93114,0.96473,0.77556,0.74416,0.60371,0.90699,0.000737037,0.000737037,0.000737037
36,538.952,0.5758,0.55988,0.91994,0.94878,0.95743,0.96315,0.78517,0.68844,0.55038,0.88385,0.000726038,0.000726038,0.000726038
37,553.374,0.61959,0.57205,0.92773,0.94582,0.94353,0.96198,0.79812,0.69731,0.57784,0.88548,0.00071504,0.00071504,0.00071504
38,574.112,0.57914,0.54385,0.91693,0.93724,0.91955,0.97168,0.78425,0.71806,0.56862,0.90604,0.000704041,0.000704041,0.000704041
39,598.75,0.61124,0.54185,0.93498,0.972,0.92331,0.9644,0.79598,0.66521,0.52376,0.89131,0.000693042,0.000693042,0.000693042
40,611.314,0.60362,0.54279,0.92202,0.9613,0.95122,0.97489,0.81198,0.64063,0.52994,0.8812,0.000682043,0.000682043,0.000682043
41,622.18,0.57624,0.52548,0.92933,0.92444,0.88802,0.94644,0.79653,0.67639,0.57832,0.88999,0.000671044,0.000671044,0.000671044
42,632.454,0.57529,0.54116,0.91977,0.95695,0.92419,0.95388,0.79402,0.67966,0.5382,0.87479,0.000660045,0.000660045,0.000660045
43,642.968,0.56268,0.5203,0.90248,0.91559,0.93535,0.9557,0.78602,0.69955,0.57272,0.88319,0.000649046,0.000649046,0.000649046
44,653.287,0.55616,0.51455,0.91365,0.95869,0.91855,0.9598,0.80349,0.70778,0.56017,0.89498,0.000638047,0.000638047,0.000638047
45,663.263,0.55362,0.51359,0.90076,0.95035,0.95654,0.97401,0.80001,0.69651,0.51608,0.90203,0.000627048,0.000627048,0.000627048
46,673.31,0.55451,0.50782,0.90862,0.95501,0.95091,0.97306,0.80407,0.69897,0.55215,0.90937,0.000616049,0.000616049,0.000616049
47,684.355,0.54816,0.48933,0.90495,0.97852,0.95003,0.9751,0.79819,0.69699,0.52349,0.90247,0.000605051,0.000605051,0.000605051
48,695.974,0.54437,0.48781,0.89988,0.9487,0.96323,0.96928,0.8166,0.66716,0.46662,0.88652,0.000594052,0.000594052,0.000594052
49,706.899,0.5325,0.49638,0.88529,0.97108,0.92926,0.96269,0.80991,0.66065,0.55187,0.88178,0.000583053,0.000583053,0.000583053
50,719.253,0.56419,0.48494,0.90369,0.96269,0.90104,0.95368,0.78373,0.67946,0.61633,0.87201,0.000572054,0.000572054,0.000572054
51,733.825,0.53898,0.47698,0.89032,0.96721,0.94209,0.97479,0.81951,0.64594,0.52081,0.87793,0.000561055,0.000561055,0.000561055
52,749.021,0.54338,0.47939,0.90515,0.9886,0.9363,0.98419,0.82841,0.60019,0.49034,0.87249,0.000550056,0.000550056,0.000550056
53,760.74,0.54885,0.46027,0.91309,0.96506,0.91983,0.9731,0.8139,0.62279,0.48291,0.87346,0.000539057,0.000539057,0.000539057
54,773.363,0.49903,0.44244,0.88922,0.99008,0.93383,0.97829,0.82102,0.63067,0.44191,0.87043,0.000528058,0.000528058,0.000528058
55,788.517,0.53879,0.45217,0.89408,0.98024,0.94971,0.98431,0.8193,0.62946,0.45667,0.86217,0.000517059,0.000517059,0.000517059
56,803.899,0.54355,0.46896,0.90066,0.97628,0.97472,0.98656,0.83552,0.59455,0.42442,0.85289,0.00050606,0.00050606,0.00050606
57,819.275,0.52514,0.44213,0.90893,0.9639,0.9799,0.986,0.81222,0.66962,0.4532,0.86921,0.000495062,0.000495062,0.000495062
58,831.186,0.52171,0.44197,0.89803,0.96513,0.96195,0.98522,0.83078,0.64695,0.4414,0.86629,0.000484063,0.000484063,0.000484063
59,841.69,0.54074,0.44317,0.8989,0.96307,0.94659,0.97635,0.82476,0.60362,0.45509,0.86887,0.000473064,0.000473064,0.000473064
60,852.652,0.54277,0.44404,0.89213,0.97289,0.95768,0.97798,0.83922,0.61124,0.45264,0.85887,0.000462065,0.000462065,0.000462065
61,862.367,0.53132,0.43219,0.90413,0.94652,0.97104,0.97766,0.83718,0.6138,0.43303,0.857,0.000451066,0.000451066,0.000451066
62,873.786,0.48706,0.41115,0.87701,0.96804,0.95238,0.97533,0.83292,0.62081,0.4613,0.86286,0.000440067,0.000440067,0.000440067
63,885.236,0.50343,0.41662,0.90589,0.97286,0.9651,0.96797,0.82703,0.64102,0.4357,0.8591,0.000429068,0.000429068,0.000429068
64,898.697,0.49768,0.41605,0.87364,0.99566,0.94246,0.98194,0.82895,0.6419,0.44401,0.85929,0.000418069,0.000418069,0.000418069
65,913.923,0.52113,0.42162,0.89774,0.98798,0.93942,0.97967,0.83261,0.64238,0.45445,0.86089,0.00040707,0.00040707,0.00040707
66,923.235,0.50015,0.42926,0.89265,0.96659,0.98519,0.9871,0.84158,0.60902,0.4217,0.85782,0.000396071,0.000396071,0.000396071
67,935.799,0.48196,0.41153,0.87823,0.94302,0.98926,0.97886,0.83978,0.62297,0.43709,0.86302,0.000385073,0.000385073,0.000385073
68,947.607,0.51342,0.41395,0.89646,0.95773,0.92291,0.95935,0.82492,0.61449,0.46686,0.86433,0.000374074,0.000374074,0.000374074
69,958.569,0.48952,0.39832,0.86698,0.96632,0.9297,0.97673,0.82048,0.61677,0.45123,0.86632,0.000363075,0.000363075,0.000363075
70,969.035,0.50259,0.4166,0.89648,0.97087,0.97968,0.98666,0.84567,0.5659,0.4182,0.85113,0.000352076,0.000352076,0.000352076
71,983.017,0.46705,0.38791,0.87822,0.9756,0.983,0.98798,0.84492,0.59282,0.4227,0.85923,0.000341077,0.000341077,0.000341077
72,993.258,0.47083,0.39888,0.88613,0.97456,0.95525,0.98649,0.85691,0.57748,0.41341,0.8556,0.000330078,0.000330078,0.000330078
73,1004.58,0.47439,0.3979,0.87364,0.93506,0.98648,0.98632,0.84266,0.58193,0.42996,0.85016,0.000319079,0.000319079,0.000319079
74,1018.28,0.47812,0.40564,0.87943,0.93639,0.98757,0.98454,0.84826,0.55899,0.42865,0.84615,0.00030808,0.00030808,0.00030808
75,1029.05,0.4886,0.39373,0.8826,0.98077,0.94898,0.98405,0.8545,0.55789,0.39989,0.84592,0.000297081,0.000297081,0.000297081
76,1042.15,0.48043,0.40732,0.87714,0.9716,0.95355,0.98292,0.85587,0.55232,0.41063,0.8473,0.000286083,0.000286083,0.000286083
77,1058.57,0.45159,0.38382,0.87694,0.95481,0.94915,0.9785,0.84189,0.57415,0.42803,0.85297,0.000275084,0.000275084,0.000275084
78,1070.8,0.46362,0.37876,0.88296,0.96264,0.96063,0.98328,0.83795,0.57265,0.40936,0.8537,0.000264085,0.000264085,0.000264085
79,1081.69,0.42729,0.36304,0.8605,0.99025,0.95963,0.98733,0.84661,0.56568,0.39653,0.84878,0.000253086,0.000253086,0.000253086
80,1092.29,0.44857,0.36711,0.87133,0.97438,0.97259,0.98689,0.85459,0.5613,0.37677,0.85286,0.000242087,0.000242087,0.000242087
81,1106.9,0.46472,0.38913,0.8775,0.99377,0.95434,0.98613,0.84614,0.55705,0.37976,0.84379,0.000231088,0.000231088,0.000231088
82,1124.69,0.43489,0.363,0.86418,0.94755,0.97799,0.98477,0.85439,0.54852,0.3954,0.84088,0.000220089,0.000220089,0.000220089
83,1141.73,0.43017,0.36475,0.87758,0.9795,0.94769,0.98153,0.85004,0.54135,0.38397,0.84409,0.00020909,0.00020909,0.00020909
84,1157.81,0.43476,0.35952,0.86657,0.97809,0.95212,0.98177,0.85433,0.54546,0.38865,0.84728,0.000198091,0.000198091,0.000198091
85,1171.74,0.42817,0.35881,0.8657,0.9875,0.96381,0.9864,0.84982,0.55111,0.38702,0.84725,0.000187092,0.000187092,0.000187092
86,1194.25,0.45382,0.36365,0.87477,0.98149,0.99151,0.98845,0.84757,0.56256,0.39657,0.85093,0.000176094,0.000176094,0.000176094
87,1210.39,0.4207,0.35596,0.8563,0.99559,0.96801,0.98794,0.84365,0.55647,0.39699,0.84903,0.000165095,0.000165095,0.000165095
88,1224.55,0.43416,0.3507,0.87069,0.97672,0.97478,0.98762,0.84307,0.55728,0.39318,0.85821,0.000154096,0.000154096,0.000154096
89,1241.22,0.41184,0.35308,0.85079,0.95683,0.98878,0.98776,0.84629,0.5539,0.37833,0.85626,0.000143097,0.000143097,0.000143097
90,1255.3,0.38574,0.33812,0.85884,0.98689,0.94619,0.98693,0.85929,0.5446,0.37733,0.85446,0.000132098,0.000132098,0.000132098
91,1272.15,0.36053,0.3498,0.79704,0.9552,0.9775,0.98307,0.84483,0.54938,0.38921,0.85645,0.000121099,0.000121099,0.000121099
92,1283.38,0.35669,0.31459,0.79815,0.97779,0.94862,0.97952,0.84392,0.55732,0.39669,0.85739,0.0001101,0.0001101,0.0001101
93,1297.65,0.35023,0.31803,0.81344,0.9716,0.95768,0.98378,0.848,0.5334,0.37862,0.84878,9.91012e-05,9.91012e-05,9.91012e-05
94,1311.74,0.34445,0.31112,0.80731,0.99669,0.94548,0.98795,0.85513,0.5349,0.37474,0.85365,8.81023e-05,8.81023e-05,8.81023e-05
95,1325.31,0.34968,0.313,0.80225,0.99,0.95136,0.98764,0.85681,0.53735,0.37582,0.85391,7.71034e-05,7.71034e-05,7.71034e-05
96,1342.52,0.34191,0.3055,0.79803,0.96683,0.98495,0.98894,0.8522,0.52377,0.36863,0.85106,6.61045e-05,6.61045e-05,6.61045e-05
97,1356.14,0.34446,0.30736,0.79912,0.96752,0.99167,0.98884,0.8626,0.51855,0.35599,0.84891,5.51056e-05,5.51056e-05,5.51056e-05
98,1368.95,0.32652,0.29563,0.78631,0.97453,0.9834,0.98878,0.85848,0.52202,0.35596,0.84957,4.41067e-05,4.41067e-05,4.41067e-05
99,1387.69,0.33647,0.30551,0.80211,0.99105,0.96109,0.98762,0.85599,0.52527,0.35541,0.85038,3.31078e-05,3.31078e-05,3.31078e-05
100,1399.8,0.32675,0.29487,0.80387,0.99151,0.96157,0.98778,0.85531,0.52641,0.35128,0.84999,2.21089e-05,2.21089e-05,2.21089e-05
