epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,1670.93,0.51891,0.4097,0.8967,0.93296,0.87159,0.92031,0.80727,0.53537,0.4412,0.86658,0.000495062,0.000495062,0.000495062
58,1701.72,0.51209,0.40931,0.8995,0.90658,0.90038,0.93434,0.80592,0.53059,0.4283,0.86991,0.000484063,0.000484063,0.000484063
59,1736.13,0.53442,0.41576,0.91151,0.91241,0.89327,0.92517,0.79413,0.5197,0.41768,0.86546,0.000473064,0.000473064,0.000473064
60,1767.6,0.51778,0.39567,0.89832,0.92805,0.90519,0.92987,0.79629,0.53854,0.41563,0.87023,0.000462065,0.000462065,0.000462065
61,1799.54,0.51548,0.39522,0.88398,0.91176,0.9121,0.93045,0.81273,0.519,0.42214,0.86493,0.000451066,0.000451066,0.000451066
62,1833.6,0.52024,0.38603,0.90203,0.9381,0.88053,0.93291,0.80447,0.51659,0.41481,0.85632,0.000440067,0.000440067,0.000440067
63,1865.05,0.49632,0.37761,0.88145,0.93385,0.87738,0.924,0.79597,0.52234,0.41809,0.87321,0.000429068,0.000429068,0.000429068
64,1899.66,0.51159,0.39438,0.8898,0.93921,0.87631,0.9267,0.81431,0.50333,0.42529,0.86321,0.000418069,0.000418069,0.000418069
65,1929.93,0.52192,0.39589,0.89834,0.93724,0.9001,0.93263,0.80142,0.50785,0.40556,0.86244,0.00040707,0.00040707,0.00040707
66,1958.84,0.50476,0.38809,0.89356,0.93829,0.86553,0.92096,0.8098,0.49934,0.42145,0.85696,0.000396071,0.000396071,0.000396071
67,1997.3,0.50185,0.37497,0.88893,0.92837,0.89664,0.93152,0.81954,0.49174,0.39523,0.85957,0.000385073,0.000385073,0.000385073
68,2030.21,0.50262,0.38685,0.89543,0.95277,0.88713,0.92774,0.81231,0.50313,0.39032,0.86041,0.000374074,0.000374074,0.000374074
69,2060.89,0.47443,0.3727,0.87836,0.9235,0.90141,0.93587,0.81496,0.49375,0.4048,0.85374,0.000363075,0.000363075,0.000363075
70,2096.63,0.48898,0.37469,0.88518,0.94112,0.88298,0.93623,0.80995,0.49851,0.40484,0.85274,0.000352076,0.000352076,0.000352076
71,2129.78,0.47343,0.36304,0.88091,0.93719,0.88368,0.92976,0.81079,0.49139,0.39665,0.85078,0.000341077,0.000341077,0.000341077
72,2157.53,0.48194,0.36247,0.88084,0.91988,0.89616,0.93,0.81374,0.48802,0.39065,0.85418,0.000330078,0.000330078,0.000330078
73,2186.07,0.48162,0.36676,0.89178,0.95907,0.86028,0.93247,0.80816,0.49568,0.39477,0.85834,0.000319079,0.000319079,0.000319079
74,2217.34,0.47721,0.36586,0.88789,0.919,0.89143,0.93377,0.81084,0.49727,0.37861,0.85716,0.00030808,0.00030808,0.00030808
75,2247.76,0.45034,0.34781,0.87778,0.93091,0.89562,0.92912,0.81262,0.48589,0.39019,0.85513,0.000297081,0.000297081,0.000297081
76,2279.06,0.47255,0.35731,0.87823,0.93948,0.88069,0.926,0.81146,0.48477,0.38734,0.85235,0.000286083,0.000286083,0.000286083
77,2311.39,0.45126,0.34826,0.8711,0.91761,0.89995,0.9315,0.81702,0.48803,0.37484,0.85603,0.000275084,0.000275084,0.000275084
78,2341.22,0.45269,0.34636,0.8697,0.90902,0.9094,0.93236,0.81413,0.48793,0.38346,0.8516,0.000264085,0.000264085,0.000264085
79,2369.6,0.44449,0.34622,0.8643,0.91109,0.91132,0.93071,0.81237,0.48122,0.38054,0.85224,0.000253086,0.000253086,0.000253086
80,2401.64,0.45442,0.34212,0.86927,0.93267,0.90056,0.93351,0.81333,0.4838,0.37134,0.8504,0.000242087,0.000242087,0.000242087
81,2433.16,0.4461,0.33518,0.87679,0.95638,0.89132,0.9329,0.81824,0.48117,0.37118,0.84856,0.000231088,0.000231088,0.000231088
82,2462.6,0.43943,0.33272,0.87473,0.94608,0.89819,0.93633,0.81783,0.48415,0.35575,0.85163,0.000220089,0.000220089,0.000220089
83,2491.18,0.4618,0.34782,0.87719,0.95696,0.89481,0.93716,0.81854,0.49571,0.36004,0.85865,0.00020909,0.00020909,0.00020909
84,2519.63,0.43281,0.32831,0.85898,0.92382,0.90457,0.93889,0.81667,0.49358,0.36668,0.85905,0.000198091,0.000198091,0.000198091
85,2546.33,0.42017,0.32139,0.86164,0.94519,0.89528,0.93667,0.81758,0.48071,0.36878,0.85666,0.000187092,0.000187092,0.000187092
86,2576.96,0.43479,0.3337,0.87223,0.92938,0.90901,0.94099,0.82665,0.48076,0.37294,0.85384,0.000176094,0.000176094,0.000176094
87,2610.51,0.45225,0.33284,0.87311,0.91886,0.924,0.93514,0.8236,0.47454,0.35515,0.85212,0.000165095,0.000165095,0.000165095
88,2644.25,0.43276,0.33351,0.8656,0.91765,0.9127,0.93504,0.81511,0.47797,0.36264,0.85113,0.000154096,0.000154096,0.000154096
89,2680.15,0.43261,0.33144,0.87208,0.92536,0.89851,0.93466,0.81826,0.47494,0.35627,0.85023,0.000143097,0.000143097,0.000143097
90,2708.74,0.43158,0.32702,0.86162,0.92887,0.89966,0.93233,0.82072,0.46649,0.35362,0.84691,0.000132098,0.000132098,0.000132098
91,2743.63,0.37605,0.2888,0.805,0.93107,0.89282,0.92918,0.81723,0.47053,0.35587,0.84576,0.000121099,0.000121099,0.000121099
92,2773.83,0.36206,0.2804,0.81149,0.90895,0.90139,0.9292,0.81621,0.46098,0.36122,0.84508,0.0001101,0.0001101,0.0001101
93,2802,0.34884,0.26689,0.80785,0.92311,0.89207,0.92946,0.80957,0.4655,0.36698,0.84835,9.91012e-05,9.91012e-05,9.91012e-05
94,2830.24,0.34004,0.26222,0.79783,0.91874,0.89428,0.92607,0.81583,0.47482,0.37629,0.8542,8.81023e-05,8.81023e-05,8.81023e-05
95,2859.95,0.35232,0.27101,0.80001,0.9419,0.88132,0.92865,0.81592,0.4694,0.37578,0.8493,7.71034e-05,7.71034e-05,7.71034e-05
96,2889.92,0.33666,0.2634,0.80929,0.93852,0.89055,0.93136,0.81658,0.46476,0.37954,0.84664,6.61045e-05,6.61045e-05,6.61045e-05
97,2916.88,0.33611,0.2609,0.81078,0.92229,0.88735,0.93126,0.81403,0.46499,0.36483,0.84991,5.51056e-05,5.51056e-05,5.51056e-05
98,2946.36,0.33038,0.25857,0.80262,0.92234,0.8887,0.92963,0.82037,0.46341,0.3544,0.84963,4.41067e-05,4.41067e-05,4.41067e-05
99,2976.28,0.32542,0.25173,0.79254,0.90974,0.8928,0.92778,0.81765,0.46206,0.35566,0.84908,3.31078e-05,3.31078e-05,3.31078e-05
100,3006.23,0.33279,0.25437,0.80073,0.90893,0.89075,0.9278,0.81511,0.45926,0.35601,0.84821,2.21089e-05,2.21089e-05,2.21089e-05
