image_key,class_id,class_name,conf,x1,y1,x2,y2
cam51,56,chair,0.8901721239089966,158.14950561523438,263.68585205078125,271.6794128417969,437.3891906738281
cam51,56,chair,0.8875088095664978,331.4540100097656,235.87042236328125,436.5870056152344,396.6214904785156
cam51,56,chair,0.8755293488502502,248.77557373046875,251.8011932373047,356.7372741699219,421.4092712402344
cam51,56,chair,0.8116412162780762,250.88949584960938,81.37745666503906,302.3250427246094,162.8305206298828
cam51,56,chair,0.8004308342933655,203.84146118164062,88.1913070678711,259.4727478027344,170.07437133789062
cam51,56,chair,0.7902726531028748,413.82012939453125,223.38729858398438,503.83203125,368.50360107421875
cam51,56,chair,0.7532141804695129,291.8822326660156,80.80938720703125,343.8249816894531,158.62225341796875
cam51,56,chair,0.6529222726821899,59.765159606933594,276.51324462890625,175.265625,448.9899597167969
cam51,56,chair,0.546485960483551,333.4164123535156,78.81392669677734,386.3956604003906,154.5377655029297
cam51,60,dining table,0.2949904799461365,472.74627685546875,124.99462890625,563.5745849609375,224.59107971191406
cam51,56,chair,0.2927056550979614,467.9066162109375,128.91268920898438,513.7305908203125,211.89578247070312
cam51,74,clock,0.2559703290462494,455.406494140625,5.111479759216309,476.16119384765625,41.2799186706543
cam51,60,dining table,0.25595298409461975,473.0694885253906,125.87745666503906,563.7801513671875,224.364013671875
cam52,56,chair,0.7753386497497559,385.1368713378906,223.81497192382812,461.8614501953125,312.10198974609375
cam52,56,chair,0.525545060634613,327.06317138671875,222.48805236816406,399.5867919921875,312.05279541015625
cam52,56,chair,0.4064471125602722,278.53375244140625,221.09986877441406,335.14910888671875,265.4754943847656
cam53,56,chair,0.8726567029953003,242.71156311035156,237.7647247314453,361.5284118652344,402.22308349609375
cam53,56,chair,0.8296254873275757,479.87451171875,77.07962799072266,529.3499145507812,160.14404296875
cam53,56,chair,0.8102387189865112,386.2690734863281,71.85813903808594,436.40423583984375,153.64442443847656
cam53,56,chair,0.773511528968811,526.9388427734375,80.7596206665039,575.2689208984375,163.1691131591797
cam53,56,chair,0.7524450421333313,102.24614715576172,224.07859802246094,190.56716918945312,358.9808349609375
cam53,56,chair,0.7364327907562256,169.0635223388672,229.11328125,265.950927734375,378.9669494628906
cam53,56,chair,0.661615252494812,433.34149169921875,74.29562377929688,482.4618225097656,156.23484802246094
cam53,56,chair,0.5577937364578247,48.2846794128418,216.9964141845703,126.99217987060547,346.8357849121094
cam53,56,chair,0.5007641315460205,2.4911415576934814,210.87901306152344,90.0004653930664,330.25372314453125
cam53,56,chair,0.36144599318504333,595.2613525390625,106.7357406616211,641.7322998046875,158.234619140625
cam54,56,chair,0.5873298048973083,142.6580047607422,275.7243347167969,265.6559753417969,429.23211669921875
cam54,56,chair,0.5082070827484131,495.0733642578125,138.9510040283203,534.4842529296875,197.7058868408203
