image_key,class_id,class_name,conf,x1,y1,x2,y2
cam51,56,chair,0.8828475475311279,154.79229736328125,185.60939025878906,212.7594451904297,277.62823486328125
cam51,56,chair,0.8818520307540894,380.98291015625,184.5509490966797,443.4213562011719,277.3935546875
cam51,56,chair,0.8570762276649475,201.4556884765625,264.0487976074219,308.5307922363281,451.257080078125
cam51,56,chair,0.6502327919006348,290.1278991699219,252.0325469970703,398.2885437011719,423.7779541015625
cam51,56,chair,0.6389157772064209,332.7886657714844,190.1212615966797,396.7705993652344,281.0901794433594
cam51,56,chair,0.46710479259490967,285.610107421875,251.76431274414062,371.4574890136719,365.8500671386719
cam51,56,chair,0.2836780846118927,378.53582763671875,301.69122314453125,402.17095947265625,341.0965270996094
cam52,56,chair,0.7538524866104126,450.862060546875,289.3942565917969,529.6878051757812,370.1789855957031
cam52,56,chair,0.6053730845451355,401.2878112792969,206.91552734375,445.51995849609375,270.8387145996094
cam52,56,chair,0.5368713736534119,336.9531555175781,252.97732543945312,395.1411437988281,325.1685485839844
cam52,56,chair,0.4200690686702728,308.4013366699219,175.94586181640625,346.903076171875,213.4303741455078
cam52,56,chair,0.3799576759338379,291.3200988769531,251.54598999023438,345.86138916015625,324.5612487792969
cam52,56,chair,0.3233124911785126,359.2286682128906,202.50997924804688,400.8778991699219,255.3257598876953
cam52,56,chair,0.2957161068916321,210.25173950195312,250.746337890625,247.69107055664062,321.8786315917969
cam53,56,chair,0.9067450761795044,524.8834838867188,153.15240478515625,588.6696166992188,258.4580993652344
cam53,56,chair,0.8835867047309875,465.5887145996094,153.7349853515625,527.655029296875,257.0596618652344
cam53,56,chair,0.8198013305664062,410.07916259765625,155.01412963867188,468.52960205078125,256.1299743652344
cam53,56,chair,0.7917045950889587,168.38232421875,271.3683166503906,263.27581787109375,383.4316101074219
cam53,56,chair,0.6986106634140015,338.7754821777344,131.67633056640625,399.20343017578125,215.24757385253906
cam53,56,chair,0.35030829906463623,253.82568359375,218.96884155273438,359.6763000488281,386.3048400878906
cam54,56,chair,0.7351905703544617,196.85885620117188,200.4795379638672,258.3107604980469,313.5001525878906
cam54,56,chair,0.7000356316566467,434.1007385253906,248.7707977294922,518.7446899414062,358.4132385253906
cam54,56,chair,0.6490886807441711,291.29107666015625,261.855224609375,357.5982666015625,379.9845886230469
cam54,56,chair,0.6186508536338806,275.3626403808594,364.96435546875,404.1578369140625,519.2200317382812
cam54,56,chair,0.46083125472068787,507.7934875488281,283.8128967285156,575.3961791992188,395.01251220703125
cam54,56,chair,0.41660770773887634,243.69129943847656,235.5270233154297,302.23199462890625,347.52825927734375
cam54,56,chair,0.33281123638153076,474.4886779785156,288.8459167480469,534.5392456054688,371.1279296875
